"Plot-Titel: SOS 1 West March 2026"
"Anz.","Datum Zeit, GMT+01:00","Wassergehalt, m³/m³ (LGR S/N: 22429151, SEN S/N: 22382326, LBL: Soil moisture 10cm)","Temp., °C (LGR S/N: 22429151_duplicate, SEN S/N: 22332514, LBL: Temperature)","RH, % (LGR S/N: 22429151_duplicate, SEN S/N: 22332514, LBL: Air humidity)","Wassergehalt, m³/m³ (LGR S/N: 22429151_duplicate, SEN S/N: 22382324, LBL: Soil moisture 5cm)","Wassergehalt, m³/m³ (LGR S/N: 22429151_duplicate, SEN S/N: 22382324, LBL: Soil moisture 5cm)","Windrichtung, ø (LGR S/N: 22429151_duplicate, SEN S/N: 22407863, LBL: Wind direction)","Windgeschwindigkeit, m/s (LGR S/N: 22429151_duplicate, SEN S/N: 22427869, LBL: Wind speed)","Böengeschwindigkeit, m/s (LGR S/N: 22429151_duplicate, SEN S/N: 22427869, LBL: Gust speed)"
3519,03.19.26 12:24:53 AM,0.0155,20.196,63.473,0.0163,0.0163,290.6,0.00,0.50
3520,03.19.26 12:25:53 AM,0.0155,20.196,64.485,0.0163,0.0163,276.6,0.00,0.00
3521,03.19.26 12:26:53 AM,0.0155,20.260,64.314,0.0163,0.0163,276.6,0.00,0.00
3522,03.19.26 12:27:53 AM,0.0155,20.325,64.182,0.0163,0.0163,276.6,0.00,0.00
3523,03.19.26 12:28:53 AM,0.0155,20.303,64.053,0.0163,0.0163,276.6,0.00,0.00
3524,03.19.26 12:29:53 AM,0.0155,20.368,63.705,0.0163,0.0163,276.6,0.00,0.00
3525,03.19.26 12:30:53 AM,0.0155,20.239,63.528,0.0163,0.0163,276.6,0.00,0.00
3526,03.19.26 12:31:53 AM,0.0155,20.132,63.920,0.0163,0.0163,276.6,0.00,0.00
3527,03.19.26 12:32:53 AM,0.0155,19.982,64.923,0.0163,0.0163,276.6,0.00,0.00
3528,03.19.26 12:33:53 AM,0.0155,19.939,65.252,0.0163,0.0163,276.6,0.00,0.00
3529,03.19.26 12:34:53 AM,0.0155,19.853,65.336,0.0163,0.0163,276.6,0.00,0.00
3530,03.19.26 12:35:53 AM,0.0155,19.746,65.628,0.0155,0.0155,276.6,0.00,0.00
3531,03.19.26 12:36:53 AM,0.0155,19.767,65.418,0.0163,0.0163,276.6,0.00,0.00
3532,03.19.26 12:37:53 AM,0.0155,19.724,66.700,0.0163,0.0163,276.6,0.00,1.01
3533,03.19.26 12:38:53 AM,0.0148,19.832,66.014,0.0163,0.0163,275.2,0.50,1.51
3534,03.19.26 12:39:53 AM,0.0155,20.196,64.799,0.0155,0.0155,252.7,0.50,1.51
3535,03.19.26 12:40:53 AM,0.0155,20.454,63.857,0.0155,0.0155,251.3,0.00,1.51
3536,03.19.26 12:41:53 AM,0.0155,20.475,63.110,0.0155,0.0155,251.3,0.00,0.00
3537,03.19.26 12:42:53 AM,0.0155,20.325,64.154,0.0155,0.0155,249.9,1.01,1.51
3538,03.19.26 12:43:53 AM,0.0155,20.196,64.428,0.0155,0.0155,248.5,1.01,1.51
3539,03.19.26 12:44:53 AM,0.0155,20.389,64.022,0.0155,0.0155,233.1,1.01,2.01
3540,03.19.26 12:45:53 AM,0.0148,20.496,63.288,0.0155,0.0155,233.1,0.00,1.51
3541,03.19.26 12:46:53 AM,0.0155,20.454,63.624,0.0155,0.0155,233.1,0.00,1.01
3542,03.19.26 12:47:53 AM,0.0155,20.325,63.778,0.0155,0.0155,233.1,0.50,1.01
3543,03.19.26 12:48:53 AM,0.0155,20.260,63.943,0.0155,0.0155,233.1,0.00,0.50
3544,03.19.26 12:49:53 AM,0.0155,20.132,63.180,0.0155,0.0155,233.1,0.00,0.00
3545,03.19.26 12:50:53 AM,0.0155,20.132,63.952,0.0155,0.0155,233.1,0.00,0.00
3546,03.19.26 12:51:53 AM,0.0148,20.239,63.558,0.0155,0.0155,231.6,0.00,1.01
3547,03.19.26 12:52:53 AM,0.0155,20.089,64.511,0.0155,0.0155,195.1,1.01,2.01
3548,03.19.26 12:53:53 AM,0.0155,19.939,65.052,0.0155,0.0155,195.1,1.01,2.01
3549,03.19.26 12:54:53 AM,0.0155,20.003,65.103,0.0163,0.0163,195.1,1.01,2.01
3550,03.19.26 12:55:53 AM,0.0155,20.046,64.790,0.0163,0.0163,195.1,1.01,1.51
3551,03.19.26 12:56:53 AM,0.0155,20.025,63.505,0.0163,0.0163,195.1,0.50,1.51
3552,03.19.26 12:57:53 AM,0.0155,20.132,64.233,0.0163,0.0163,195.1,0.50,1.51
3553,03.19.26 12:58:53 AM,0.0155,20.325,63.229,0.0155,0.0155,193.7,1.01,1.51
3554,03.19.26 12:59:53 AM,0.0148,20.260,62.745,0.0163,0.0163,146.0,1.01,2.01
3555,03.19.26 01:00:53 AM,0.0155,20.239,62.098,0.0163,0.0163,140.4,0.00,1.01
3556,03.19.26 01:01:53 AM,0.0155,20.003,62.908,0.0163,0.0163,140.4,0.00,0.00
3557,03.19.26 01:02:53 AM,0.0155,19.810,63.926,0.0163,0.0163,140.4,0.00,0.00
3558,03.19.26 01:03:53 AM,0.0155,19.703,64.437,0.0155,0.0155,140.4,0.00,0.00
3559,03.19.26 01:04:53 AM,0.0155,19.617,64.337,0.0155,0.0155,140.4,0.00,0.00
3560,03.19.26 01:05:53 AM,0.0148,19.510,64.828,0.0155,0.0155,140.4,0.00,0.00
3561,03.19.26 01:06:53 AM,0.0148,19.467,65.866,0.0155,0.0155,140.4,0.00,0.00
3562,03.19.26 01:07:53 AM,0.0148,19.488,65.856,0.0163,0.0163,153.0,0.00,0.50
3563,03.19.26 01:08:53 AM,0.0148,19.553,65.216,0.0155,0.0155,154.4,0.00,0.00
3564,03.19.26 01:09:53 AM,0.0148,19.574,65.473,0.0163,0.0163,154.4,0.00,0.00
3565,03.19.26 01:10:53 AM,0.0148,19.596,64.341,0.0163,0.0163,154.4,0.00,0.00
3566,03.19.26 01:11:53 AM,0.0148,19.488,64.968,0.0155,0.0155,154.4,0.00,0.00
3567,03.19.26 01:12:53 AM,0.0148,19.360,64.297,0.0163,0.0163,154.4,0.00,0.00
3568,03.19.26 01:13:53 AM,0.0148,19.231,66.561,0.0163,0.0163,154.4,0.00,0.00
3569,03.19.26 01:14:53 AM,0.0148,19.295,66.928,0.0155,0.0155,153.0,0.00,0.00
3570,03.19.26 01:15:53 AM,0.0148,19.338,66.667,0.0155,0.0155,153.0,0.00,0.00
3571,03.19.26 01:16:53 AM,0.0148,19.360,66.320,0.0155,0.0155,153.0,0.00,0.00
3572,03.19.26 01:17:53 AM,0.0148,19.338,66.195,0.0163,0.0163,153.0,0.00,0.00
3573,03.19.26 01:18:53 AM,0.0148,19.360,66.481,0.0155,0.0155,153.0,0.00,0.00
3574,03.19.26 01:19:53 AM,0.0148,19.338,66.497,0.0163,0.0163,151.6,0.00,0.00
3575,03.19.26 01:20:53 AM,0.0148,19.403,66.696,0.0163,0.0163,151.6,0.00,0.00
3576,03.19.26 01:21:53 AM,0.0148,19.488,66.430,0.0163,0.0163,151.6,0.00,0.00
3577,03.19.26 01:22:53 AM,0.0148,19.510,66.319,0.0163,0.0163,151.6,0.00,0.00
3578,03.19.26 01:23:53 AM,0.0148,19.574,65.895,0.0155,0.0155,151.6,0.00,0.00
3579,03.19.26 01:24:53 AM,0.0148,19.617,65.734,0.0155,0.0155,151.6,0.00,0.00
3580,03.19.26 01:25:53 AM,0.0148,19.531,64.753,0.0155,0.0155,151.6,0.50,1.51
3581,03.19.26 01:26:53 AM,0.0148,19.360,65.537,0.0155,0.0155,151.6,1.01,1.51
3582,03.19.26 01:27:53 AM,0.0148,19.210,65.348,0.0155,0.0155,151.6,0.50,1.51
3583,03.19.26 01:28:53 AM,0.0148,19.081,66.154,0.0155,0.0155,151.6,0.50,1.01
3584,03.19.26 01:29:53 AM,0.0148,19.038,66.215,0.0155,0.0155,151.6,0.00,1.01
3585,03.19.26 01:30:53 AM,0.0148,19.059,66.384,0.0155,0.0155,151.6,0.00,0.50
3586,03.19.26 01:31:53 AM,0.0148,18.995,65.710,0.0155,0.0155,151.6,0.00,0.00
3587,03.19.26 01:32:53 AM,0.0148,18.909,65.289,0.0155,0.0155,151.6,0.00,0.00
3588,03.19.26 01:33:53 AM,0.0141,18.802,66.796,0.0155,0.0155,151.6,0.00,0.00
3589,03.19.26 01:34:53 AM,0.0148,18.845,67.437,0.0155,0.0155,151.6,0.00,0.00
3590,03.19.26 01:35:53 AM,0.0148,18.888,67.524,0.0155,0.0155,151.6,0.00,0.00
3591,03.19.26 01:36:53 AM,0.0141,18.931,67.327,0.0155,0.0155,151.6,0.00,0.00
3592,03.19.26 01:37:53 AM,0.0141,18.888,67.129,0.0155,0.0155,151.6,0.00,0.00
3593,03.19.26 01:38:53 AM,0.0141,18.888,67.753,0.0155,0.0155,151.6,0.00,0.00
3594,03.19.26 01:39:53 AM,0.0148,18.845,67.556,0.0155,0.0155,151.6,0.00,0.00
3595,03.19.26 01:40:53 AM,0.0148,18.845,67.413,0.0155,0.0155,151.6,0.00,0.00
3596,03.19.26 01:41:53 AM,0.0148,18.823,67.552,0.0155,0.0155,151.6,0.00,0.00
3597,03.19.26 01:42:53 AM,0.0148,18.781,67.327,0.0155,0.0155,151.6,0.00,0.00
3598,03.19.26 01:43:53 AM,0.0141,18.738,67.971,0.0155,0.0155,151.6,0.00,0.00
3599,03.19.26 01:44:53 AM,0.0148,18.759,67.459,0.0155,0.0155,151.6,0.00,0.00
3600,03.19.26 01:45:53 AM,0.0148,18.759,67.477,0.0155,0.0155,151.6,0.00,0.00
3601,03.19.26 01:46:53 AM,0.0141,18.738,67.913,0.0155,0.0155,151.6,0.00,0.00
3602,03.19.26 01:47:53 AM,0.0148,18.695,67.070,0.0155,0.0155,151.6,0.00,0.00
3603,03.19.26 01:48:53 AM,0.0141,18.609,65.277,0.0155,0.0155,151.6,0.00,0.00
3604,03.19.26 01:49:53 AM,0.0148,18.502,67.218,0.0155,0.0155,151.6,0.00,0.00
3605,03.19.26 01:50:53 AM,0.0148,18.416,67.959,0.0155,0.0155,151.6,0.00,0.00
3606,03.19.26 01:51:53 AM,0.0141,18.459,69.026,0.0155,0.0155,151.6,0.00,0.00
3607,03.19.26 01:52:53 AM,0.0148,18.480,68.795,0.0155,0.0155,151.6,0.00,0.00
3608,03.19.26 01:53:53 AM,0.0148,18.502,68.353,0.0155,0.0155,151.6,0.00,0.00
3609,03.19.26 01:54:53 AM,0.0141,18.523,67.863,0.0155,0.0155,151.6,0.00,0.00
3610,03.19.26 01:55:53 AM,0.0148,18.502,67.973,0.0155,0.0155,151.6,0.00,0.00
3611,03.19.26 01:56:53 AM,0.0141,18.609,68.719,0.0155,0.0155,151.6,0.00,0.00
3612,03.19.26 01:57:53 AM,0.0141,18.716,68.443,0.0155,0.0155,151.6,0.00,0.00
3613,03.19.26 01:58:53 AM,0.0141,18.802,67.445,0.0155,0.0155,151.6,0.00,0.00
3614,03.19.26 01:59:53 AM,0.0141,18.845,67.913,0.0155,0.0155,151.6,0.00,0.00
3615,03.19.26 02:00:53 AM,0.0141,18.888,67.692,0.0155,0.0155,151.6,0.00,0.00
3616,03.19.26 02:01:53 AM,0.0141,18.931,65.093,0.0155,0.0155,151.6,0.00,0.00
3617,03.19.26 02:02:53 AM,0.0141,18.845,64.996,0.0148,0.0148,151.6,0.00,0.00
3618,03.19.26 02:03:53 AM,0.0141,18.716,65.936,0.0155,0.0155,151.6,0.00,0.00
3619,03.19.26 02:04:53 AM,0.0141,18.652,67.176,0.0155,0.0155,151.6,0.00,0.00
3620,03.19.26 02:05:53 AM,0.0141,18.545,68.312,0.0155,0.0155,151.6,0.00,0.00
3621,03.19.26 02:06:53 AM,0.0141,18.588,68.649,0.0148,0.0148,151.6,0.00,0.00
3622,03.19.26 02:07:53 AM,0.0141,18.652,68.463,0.0148,0.0148,151.6,0.00,0.00
3623,03.19.26 02:08:53 AM,0.0141,18.759,68.333,0.0148,0.0148,151.6,0.00,0.00
3624,03.19.26 02:09:53 AM,0.0141,18.866,67.999,0.0155,0.0155,151.6,0.00,0.00
3625,03.19.26 02:10:53 AM,0.0141,18.845,67.254,0.0148,0.0148,151.6,0.00,0.00
3626,03.19.26 02:11:53 AM,0.0141,18.781,64.677,0.0148,0.0148,151.6,0.00,0.00
3627,03.19.26 02:12:53 AM,0.0141,18.545,65.560,0.0148,0.0148,151.6,0.00,0.00
3628,03.19.26 02:13:53 AM,0.0141,18.545,68.859,0.0148,0.0148,151.6,0.00,0.00
3629,03.19.26 02:14:53 AM,0.0141,18.673,68.330,0.0148,0.0148,151.6,0.00,0.00
3630,03.19.26 02:15:53 AM,0.0141,18.802,68.090,0.0148,0.0148,151.6,0.00,0.00
3631,03.19.26 02:16:53 AM,0.0141,18.931,67.643,0.0148,0.0148,151.6,0.00,0.00
3632,03.19.26 02:17:53 AM,0.0141,18.995,67.289,0.0148,0.0148,151.6,0.00,0.00
3633,03.19.26 02:18:53 AM,0.0141,18.974,67.240,0.0148,0.0148,151.6,0.00,0.00
3634,03.19.26 02:19:53 AM,0.0141,19.038,67.355,0.0148,0.0148,151.6,0.00,0.00
3635,03.19.26 02:20:53 AM,0.0141,19.038,67.179,0.0148,0.0148,153.0,0.00,0.00
3636,03.19.26 02:21:53 AM,0.0141,19.017,65.783,0.0148,0.0148,153.0,0.00,0.00
3637,03.19.26 02:22:53 AM,0.0141,18.845,64.446,0.0148,0.0148,153.0,0.00,0.00
3638,03.19.26 02:23:53 AM,0.0141,18.738,67.822,0.0148,0.0148,153.0,0.00,0.00
3639,03.19.26 02:24:53 AM,0.0141,18.695,68.132,0.0148,0.0148,153.0,0.00,0.00
3640,03.19.26 02:25:53 AM,0.0141,18.652,65.646,0.0148,0.0148,153.0,0.00,0.00
3641,03.19.26 02:26:53 AM,0.0141,18.480,65.774,0.0148,0.0148,153.0,0.00,0.00
3642,03.19.26 02:27:53 AM,0.0141,18.352,67.477,0.0148,0.0148,153.0,0.00,0.00
3643,03.19.26 02:28:53 AM,0.0141,18.352,67.903,0.0148,0.0148,153.0,0.00,0.00
3644,03.19.26 02:29:53 AM,0.0141,18.309,66.307,0.0148,0.0148,153.0,0.00,0.00
3645,03.19.26 02:30:53 AM,0.0141,18.266,67.532,0.0148,0.0148,153.0,0.00,0.00
3646,03.19.26 02:31:53 AM,0.0141,18.287,69.277,0.0148,0.0148,153.0,0.00,0.00
3647,03.19.26 02:32:53 AM,0.0141,18.395,67.385,0.0148,0.0148,153.0,0.00,0.00
3648,03.19.26 02:33:53 AM,0.0141,18.352,67.492,0.0148,0.0148,153.0,0.00,0.00
3649,03.19.26 02:34:53 AM,0.0141,18.309,65.064,0.0148,0.0148,153.0,0.00,0.00
3650,03.19.26 02:35:53 AM,0.0141,18.201,66.059,0.0148,0.0148,153.0,0.00,0.00
3651,03.19.26 02:36:53 AM,0.0141,18.116,68.289,0.0148,0.0148,153.0,0.00,0.00
3652,03.19.26 02:37:53 AM,0.0141,18.159,69.804,0.0148,0.0148,153.0,0.00,0.00
3653,03.19.26 02:38:53 AM,0.0141,18.352,69.149,0.0148,0.0148,153.0,0.00,0.00
3654,03.19.26 02:39:53 AM,0.0141,18.480,65.885,0.0148,0.0148,153.0,0.00,0.00
3655,03.19.26 02:40:53 AM,0.0141,18.309,67.002,0.0148,0.0148,153.0,0.00,1.01
3656,03.19.26 02:41:53 AM,0.0141,18.309,68.498,0.0148,0.0148,153.0,0.00,0.00
3657,03.19.26 02:42:53 AM,0.0141,18.330,68.280,0.0148,0.0148,153.0,0.00,0.00
3658,03.19.26 02:43:53 AM,0.0141,18.330,68.910,0.0148,0.0148,153.0,0.00,0.00
3659,03.19.26 02:44:53 AM,0.0141,18.416,68.919,0.0148,0.0148,153.0,0.00,0.00
3660,03.19.26 02:45:53 AM,0.0141,18.287,68.383,0.0148,0.0148,153.0,0.00,0.50
3661,03.19.26 02:46:53 AM,0.0141,18.373,67.495,0.0148,0.0148,153.0,0.00,0.00
3662,03.19.26 02:47:53 AM,0.0141,18.201,66.069,0.0148,0.0148,153.0,0.00,0.00
3663,03.19.26 02:48:53 AM,0.0141,18.159,68.699,0.0148,0.0148,153.0,0.00,0.00
3664,03.19.26 02:49:53 AM,0.0141,18.159,68.429,0.0148,0.0148,153.0,0.00,0.00
3665,03.19.26 02:50:53 AM,0.0141,18.223,68.704,0.0148,0.0148,153.0,0.00,0.00
3666,03.19.26 02:51:53 AM,0.0141,18.266,67.185,0.0148,0.0148,153.0,0.00,0.00
3667,03.19.26 02:52:53 AM,0.0141,18.180,67.108,0.0148,0.0148,153.0,0.00,0.00
3668,03.19.26 02:53:53 AM,0.0141,18.137,65.257,0.0148,0.0148,153.0,0.00,0.00
3669,03.19.26 02:54:53 AM,0.0141,18.030,67.721,0.0148,0.0148,153.0,0.00,0.00
3670,03.19.26 02:55:53 AM,0.0141,17.987,68.589,0.0148,0.0148,153.0,0.00,0.00
3671,03.19.26 02:56:53 AM,0.0141,17.966,67.504,0.0148,0.0148,153.0,0.00,0.00
3672,03.19.26 02:57:53 AM,0.0141,17.923,64.666,0.0148,0.0148,153.0,0.00,0.00
3673,03.19.26 02:58:53 AM,0.0141,17.751,67.694,0.0148,0.0148,153.0,0.00,0.00
3674,03.19.26 02:59:53 AM,0.0141,17.730,68.736,0.0148,0.0148,153.0,0.00,0.00
3675,03.19.26 03:00:53 AM,0.0141,17.773,68.855,0.0148,0.0148,153.0,0.00,0.00
3676,03.19.26 03:01:53 AM,0.0134,17.901,69.038,0.0148,0.0148,153.0,0.00,0.00
3677,03.19.26 03:02:53 AM,0.0141,17.966,68.841,0.0148,0.0148,153.0,0.00,0.00
3678,03.19.26 03:03:53 AM,0.0134,18.073,68.260,0.0148,0.0148,153.0,0.00,0.00
3679,03.19.26 03:04:53 AM,0.0141,18.159,66.751,0.0148,0.0148,153.0,0.00,0.00
3680,03.19.26 03:05:53 AM,0.0141,18.094,67.909,0.0148,0.0148,153.0,0.00,0.00
3681,03.19.26 03:06:53 AM,0.0141,18.116,68.074,0.0148,0.0148,153.0,0.00,0.00
3682,03.19.26 03:07:53 AM,0.0141,18.137,67.968,0.0148,0.0148,153.0,0.00,0.00
3683,03.19.26 03:08:53 AM,0.0134,18.116,67.362,0.0148,0.0148,153.0,0.00,0.00
3684,03.19.26 03:09:53 AM,0.0134,18.116,68.508,0.0148,0.0148,153.0,0.00,0.00
3685,03.19.26 03:10:53 AM,0.0134,18.137,68.498,0.0141,0.0141,153.0,0.00,0.00
3686,03.19.26 03:11:53 AM,0.0134,18.159,68.301,0.0141,0.0141,153.0,0.00,0.00
3687,03.19.26 03:12:53 AM,0.0134,18.201,68.415,0.0141,0.0141,153.0,0.00,0.00
3688,03.19.26 03:13:53 AM,0.0134,18.223,68.458,0.0141,0.0141,154.4,0.00,0.00
3689,03.19.26 03:14:53 AM,0.0134,18.287,68.182,0.0141,0.0141,154.4,0.00,0.00
3690,03.19.26 03:15:53 AM,0.0134,18.287,68.177,0.0141,0.0141,154.4,0.00,0.00
3691,03.19.26 03:16:53 AM,0.0134,18.287,68.251,0.0148,0.0148,154.4,0.00,0.00
3692,03.19.26 03:17:53 AM,0.0134,18.330,68.077,0.0141,0.0141,154.4,0.00,0.00
3693,03.19.26 03:18:53 AM,0.0134,18.266,68.264,0.0148,0.0148,154.4,0.00,0.00
3694,03.19.26 03:19:53 AM,0.0134,18.266,66.534,0.0141,0.0141,154.4,0.00,0.00
3695,03.19.26 03:20:53 AM,0.0134,18.180,68.319,0.0141,0.0141,154.4,0.00,0.00
3696,03.19.26 03:21:53 AM,0.0134,18.137,66.755,0.0141,0.0141,154.4,0.00,0.00
3697,03.19.26 03:22:53 AM,0.0134,18.073,68.325,0.0141,0.0141,154.4,0.00,0.00
3698,03.19.26 03:23:53 AM,0.0134,18.116,68.631,0.0141,0.0141,154.4,0.00,0.00
3699,03.19.26 03:24:53 AM,0.0134,18.094,67.446,0.0141,0.0141,154.4,0.00,0.00
3700,03.19.26 03:25:53 AM,0.0134,18.051,67.996,0.0141,0.0141,154.4,0.00,0.00
3701,03.19.26 03:26:53 AM,0.0134,18.008,68.475,0.0141,0.0141,154.4,0.00,0.00
3702,03.19.26 03:27:53 AM,0.0134,18.008,67.427,0.0141,0.0141,154.4,0.00,0.00
3703,03.19.26 03:28:53 AM,0.0134,17.923,67.996,0.0141,0.0141,154.4,0.00,0.00
3704,03.19.26 03:29:53 AM,0.0134,17.880,68.728,0.0141,0.0141,154.4,0.00,0.00
3705,03.19.26 03:30:53 AM,0.0134,17.858,68.760,0.0141,0.0141,154.4,0.00,0.00
3706,03.19.26 03:31:53 AM,0.0134,17.794,66.920,0.0141,0.0141,154.4,0.00,0.00
3707,03.19.26 03:32:53 AM,0.0134,17.622,68.841,0.0141,0.0141,154.4,0.00,0.00
3708,03.19.26 03:33:53 AM,0.0134,17.622,69.116,0.0141,0.0141,154.4,0.00,0.00
3709,03.19.26 03:34:53 AM,0.0134,17.580,69.285,0.0141,0.0141,154.4,0.00,0.50
3710,03.19.26 03:35:53 AM,0.0134,17.558,69.557,0.0141,0.0141,154.4,0.00,0.00
3711,03.19.26 03:36:53 AM,0.0134,17.558,69.761,0.0141,0.0141,154.4,0.00,0.00
3712,03.19.26 03:37:53 AM,0.0134,17.558,69.743,0.0141,0.0141,154.4,0.00,0.00
3713,03.19.26 03:38:53 AM,0.0134,17.537,69.749,0.0141,0.0141,154.4,0.00,0.00
3714,03.19.26 03:39:53 AM,0.0134,17.515,70.132,0.0141,0.0141,154.4,0.00,0.00
3715,03.19.26 03:40:53 AM,0.0134,17.494,68.896,0.0141,0.0141,154.4,0.00,0.00
3716,03.19.26 03:41:53 AM,0.0134,17.408,67.858,0.0141,0.0141,154.4,0.00,0.00
3717,03.19.26 03:42:53 AM,0.0134,17.236,68.919,0.0141,0.0141,154.4,0.00,0.00
3718,03.19.26 03:43:53 AM,0.0134,17.193,69.790,0.0141,0.0141,154.4,0.00,0.00
3719,03.19.26 03:44:53 AM,0.0134,17.151,70.188,0.0141,0.0141,154.4,0.00,0.00
3720,03.19.26 03:45:53 AM,0.0134,17.129,70.430,0.0141,0.0141,154.4,0.00,0.00
3721,03.19.26 03:46:53 AM,0.0134,17.129,70.622,0.0141,0.0141,154.4,0.00,0.00
3722,03.19.26 03:47:53 AM,0.0134,17.151,70.365,0.0141,0.0141,154.4,0.00,0.00
3723,03.19.26 03:48:53 AM,0.0134,17.108,69.932,0.0141,0.0141,154.4,0.00,0.00
3724,03.19.26 03:49:53 AM,0.0134,17.086,69.772,0.0141,0.0141,154.4,0.00,0.00
3725,03.19.26 03:50:53 AM,0.0134,17.022,70.100,0.0134,0.0134,154.4,0.00,0.00
3726,03.19.26 03:51:53 AM,0.0134,16.979,69.519,0.0141,0.0141,154.4,0.00,0.00
3727,03.19.26 03:52:53 AM,0.0134,16.893,70.430,0.0141,0.0141,154.4,0.00,0.00
3728,03.19.26 03:53:53 AM,0.0134,16.850,70.260,0.0141,0.0141,154.4,0.00,0.00
3729,03.19.26 03:54:53 AM,0.0134,16.829,70.692,0.0141,0.0141,154.4,0.00,0.00
3730,03.19.26 03:55:53 AM,0.0134,16.872,70.947,0.0141,0.0141,154.4,0.00,0.00
3731,03.19.26 03:56:53 AM,0.0134,16.936,71.185,0.0141,0.0141,154.4,0.00,0.00
3732,03.19.26 03:57:53 AM,0.0134,16.979,70.961,0.0141,0.0141,154.4,0.00,0.00
3733,03.19.26 03:58:53 AM,0.0134,17.000,70.829,0.0141,0.0141,154.4,0.00,0.00
3734,03.19.26 03:59:53 AM,0.0134,16.979,70.761,0.0141,0.0141,154.4,0.00,0.00
3735,03.19.26 04:00:53 AM,0.0134,16.958,71.017,0.0141,0.0141,154.4,0.00,0.00
3736,03.19.26 04:01:53 AM,0.0134,16.915,71.260,0.0141,0.0141,154.4,0.00,0.00
3737,03.19.26 04:02:53 AM,0.0134,16.893,71.368,0.0141,0.0141,154.4,0.00,0.00
3738,03.19.26 04:03:53 AM,0.0134,16.872,71.955,0.0141,0.0141,154.4,0.00,0.00
3739,03.19.26 04:04:53 AM,0.0134,16.872,71.849,0.0134,0.0134,154.4,0.00,0.00
3740,03.19.26 04:05:53 AM,0.0134,16.872,71.594,0.0134,0.0134,154.4,0.00,0.00
3741,03.19.26 04:06:53 AM,0.0134,16.872,71.702,0.0141,0.0141,154.4,0.00,0.00
3742,03.19.26 04:07:53 AM,0.0134,16.893,72.000,0.0141,0.0141,154.4,0.00,0.00
3743,03.19.26 04:08:53 AM,0.0134,16.850,72.224,0.0134,0.0134,154.4,0.00,0.00
3744,03.19.26 04:09:53 AM,0.0134,16.829,72.348,0.0141,0.0141,154.4,0.00,0.00
3745,03.19.26 04:10:53 AM,0.0134,16.764,72.367,0.0134,0.0134,154.4,0.00,0.00
3746,03.19.26 04:11:53 AM,0.0134,16.786,72.622,0.0141,0.0141,154.4,0.00,0.00
3747,03.19.26 04:12:53 AM,0.0134,16.786,72.619,0.0141,0.0141,154.4,0.00,0.00
3748,03.19.26 04:13:53 AM,0.0134,16.786,71.237,0.0141,0.0141,154.4,0.00,0.00
3749,03.19.26 04:14:53 AM,0.0134,16.764,72.274,0.0134,0.0134,154.4,0.00,0.00
3750,03.19.26 04:15:53 AM,0.0134,16.743,70.001,0.0141,0.0141,154.4,0.00,0.00
3751,03.19.26 04:16:53 AM,0.0134,16.657,70.665,0.0134,0.0134,154.4,0.00,0.00
3752,03.19.26 04:17:53 AM,0.0134,16.614,71.322,0.0141,0.0141,154.4,0.00,0.00
3753,03.19.26 04:18:53 AM,0.0134,16.507,70.687,0.0141,0.0141,154.4,0.00,0.00
3754,03.19.26 04:19:53 AM,0.0134,16.464,71.960,0.0134,0.0134,154.4,0.00,0.00
3755,03.19.26 04:20:53 AM,0.0134,16.357,72.876,0.0134,0.0134,154.4,0.00,0.00
3756,03.19.26 04:21:53 AM,0.0134,16.336,72.604,0.0134,0.0134,154.4,0.00,0.00
3757,03.19.26 04:22:53 AM,0.0134,16.336,73.242,0.0134,0.0134,154.4,0.00,0.00
3758,03.19.26 04:23:53 AM,0.0134,16.378,73.593,0.0134,0.0134,154.4,0.00,0.00
3759,03.19.26 04:24:53 AM,0.0134,16.400,73.663,0.0134,0.0134,154.4,0.00,0.00
3760,03.19.26 04:25:53 AM,0.0134,16.443,73.672,0.0134,0.0134,154.4,0.00,0.00
3761,03.19.26 04:26:53 AM,0.0134,16.464,73.648,0.0134,0.0134,154.4,0.00,0.00
3762,03.19.26 04:27:53 AM,0.0134,16.486,73.643,0.0134,0.0134,154.4,0.00,0.00
3763,03.19.26 04:28:53 AM,0.0126,16.507,73.433,0.0134,0.0134,154.4,0.00,0.00
3764,03.19.26 04:29:53 AM,0.0134,16.571,73.071,0.0134,0.0134,154.4,0.00,0.00
3765,03.19.26 04:30:53 AM,0.0134,16.700,72.564,0.0141,0.0141,154.4,0.00,0.00
3766,03.19.26 04:31:53 AM,0.0134,16.743,71.936,0.0134,0.0134,154.4,0.00,0.00
3767,03.19.26 04:32:53 AM,0.0134,16.764,69.703,0.0134,0.0134,154.4,0.00,0.00
3768,03.19.26 04:33:53 AM,0.0134,16.786,71.331,0.0134,0.0134,154.4,0.00,0.00
3769,03.19.26 04:34:53 AM,0.0126,16.786,69.139,0.0134,0.0134,154.4,0.00,0.00
3770,03.19.26 04:35:53 AM,0.0134,16.593,68.765,0.0134,0.0134,154.4,0.00,0.00
3771,03.19.26 04:36:53 AM,0.0134,16.529,69.807,0.0134,0.0134,154.4,0.00,0.00
3772,03.19.26 04:37:53 AM,0.0134,16.571,70.225,0.0134,0.0134,154.4,0.00,0.00
3773,03.19.26 04:38:53 AM,0.0134,16.550,71.054,0.0134,0.0134,154.4,0.00,0.00
